ID,Solutionlist,Savedsolutions,Savedobjectives,parametername,parameterbounds,objectivebounds,objectivename,parameter_timestamp,objective_timestamp,prolific_ID,saved_timestamp,objectiveminmax,ismanual,taskdescription,chosen_solution,start_timestamp,tutorial,randomizerstatus,pass,tutorial_timestamp
242,"""3,2.5,4,2,4,3,4,2,3,2,4,2,4,2,4,4,6,6,5,2""","""3,2.5,4,2,4,3,4,2,3,2,4,2,4,2,4,4,6,6,5,2""","""15,1,15,1,15,1,30,1,11,0.7,25,1.5,10,0.5,20,1,30,1.5,20,1""","""vegetables/kg,fruits/kg""","""3,6,2,6""","""10,30,0.5,1.5""","""cost per day/euro,exrcice/hour""","""""","""2024-09-19 15:36:26""",664cab5851c200d94b6ad90d,"""2024-09-19 15:46:58""","""minimize,minimize""",1,"""""","""""","""2024-09-19 15:31:23""","""2""",2,3,""""""
243,"""20,1,1,40,3,0,50,1,2.5,10,5,2.5,35,4,1,40,3,2.5,20,1,2,50,5,0.5,1,1,0,15,5,2.5,45,3,0,50,2,2,10,1,2.5,40,1,1.5""","""20,1,1,40,3,0,50,1,2.5,10,5,2.5,35,4,1,40,3,2.5,20,1,2,50,5,0.5,1,1,0,15,5,2.5,45,3,0,50,2,2,10,1,2.5,40,1,1.5""","""45,2,50,1,47,9,55,3,54,4,48,10,51,7,51,2,44,0,50,5,48,1,52,8,45,6,46,8""","""Protein/day/g,Meals/day,Water/day/L""","""1,50,1,5,0,2.5""","""44,55,0,10""","""Weight/kg,Healthy body""","""""","""2024-09-19 15:53:08""",66460666f5ff84967c6ecc91,"""2024-09-19 16:23:48""","""minimize,maximize""",1,"""""","""5""","""2024-09-19 15:44:04""","""2""",1,3,"""2024-09-19 15:41:54"""
244,"""26,3,27,2,28,4,29,5,30,2,26,5,25,5,30,3,25,2,26,2""","""26,3,27,2,28,4,29,5,30,2,26,5,25,5,30,3,25,2,26,2""","""15,3,11,3,16,4,18,4,19,3,14,3,16,4,20,5,12,5,20,3""","""Fiber Intake/grams,Hydration/litres""","""25,30,2,5""","""10,20,2,5""","""Weight loss/kg,Hydration timing/time""","""""","""2024-09-19 15:58:31""",61405a0426b9171448bc7de7,"""2024-09-19 16:02:01""","""maximize,maximize""",1,"""""","""""","""2024-09-19 15:50:48""","""2""",2,3,"""2024-09-19 15:44:41"""
245,"""""","""""","""""","""material strength,material density/7880kg/m""","""1,10,10,60""","""1,10,10,40,10,50""","""Calories intake,Micronutrients/759mg,Carbohydrate/100g/d""","""""","""2024-09-19 15:59:00""",66967a8dc94c6005b0a345f5,"""""","""minimize,minimize,minimize""",1,"""""","""""","""2024-09-19 15:37:31""","""1""",1,3,"""2024-09-19 15:43:49"""
246,"""""","""""","""""","""""","""""","""""","""""","""""","""""",6658da867c86929c183cec40,"""""","""""",1,"""""","""""","""2024-09-19 15:38:34""","""2""",2,3,""""""
247,"""""","""""","""""","""""","""""","""""","""""","""""","""""",60984a1b0cce76d16c4ca781,"""""","""""",1,"""""","""""","""2024-09-19 15:52:25""","""1""",1,3,"""2024-09-19 15:54:46"""
248,"""""","""""","""""","""""","""""","""""","""""","""""","""""",667ed0e37c9338f5119edf81,"""""","""""",1,"""""","""""","""2024-09-19 15:30:47""","""1""",2,0,"""2024-09-19 15:49:58"""
249,"""150,70,1,30,100,85,2,20,180,60,1,45,150,70,1,30,100,85,2,45,75,70,1,30,120,90,2,60,90,60,1,45,150,80,2,20,100,85,2,45,135,79,1,25,100,60,1,45,180,70,1,25,50,90,2,30,120,50,1,60,160,100,2,20,70,75,1,50,140,85,2,35""","""150,70,1,30,100,85,2,20,180,60,1,45,150,70,1,30,100,85,2,45,75,70,1,30,120,90,2,60,90,60,1,45,150,80,2,20,100,85,2,45,135,79,1,25,100,60,1,45,180,70,1,25,50,90,2,30,120,50,1,60,160,100,2,20,70,75,1,50,140,85,2,35""","""69.5,75,4,85,69.5,80,3,90,69.8,85,3,92,69.5,78,4,88,69.2,82,3,90,69.5,78,4,85,69,88,3,92,69.3,80,3,87,69.1,85,3,88,69.2,82,3,90,69.1,81,3,89,69.5,80,4,85,69.2,90,3,87,69.8,75,5,82,69.4,85,4,90,69.1,95,3,88,69.7,80,4,83,69.3,88,3,86""","""oats/grams,blue berry/grams,apple/pieces,handweight/minutes""","""50,200,50,100,1,2,15,60""","""69,70,50,100,3,7,60,100""","""Minimize Weight Loss/kg,Maximize Nutritional Balance/Nutrient density score\t,Minimize Hunger\t/Hunger scale rating\t,Maintain Health\t/Health score or index\t""","""""","""2024-09-19 15:55:53""",6640ebff6fd8319ba014acb0,"""2024-09-19 16:19:16""","""minimize,maximize,minimize,maximize""",1,"""""","""6""","""2024-09-19 15:41:35""","""2""",1,3,"""2024-09-19 15:41:45"""
250,"""1000,500,200,1100,600,200,1000,500,500,1300,500,200,1050,550,400,1000,500,500,1100,500,400,1000,625,275,1000,500,500,1200,510,290,1000,500,500,1000,500,500,1100,700,200,1150,500,350""","""1000,500,200,1100,600,200,1000,500,500,1300,500,200,1050,550,400,1000,500,500,1100,500,400,1000,625,275,1000,500,500,1200,510,290,1000,500,500,1000,500,500,1100,700,200,1150,500,350""","""1300,1850,1200,1950,1500,2000,1500,2000,1240,1900,1500,2000,1300,1900,1400,2000,1500,2000,1230,1990,1450,1900,1500,2000,1450,2000,1200,1500""","""Carbohidrates/Kcal,Proteins/Kcal,Fat/Kcal""","""1000,1300,500,1500,200,500""","""1200,1500,1500,2000""","""MinCalories/Kcal,MaxCalories/Kcal""","""""","""2024-09-19 15:48:56""",66797190b58852a844a7dd8b,"""2024-09-19 15:59:11""","""minimize,maximize""",1,"""""","""7""","""2024-09-19 15:29:47""","""1""",2,3,"""2024-09-19 15:37:07"""
251,"""1800,100,1500,80,1900,85,1800,100,1500,95,1500,100,1300,100,1700,100,1800,120,1300,80""","""1800,100,1500,80,1900,85,1800,100,1500,95,1500,100,1300,100,1700,100,1800,120,1300,80""","""1,85,1.2,80,1.3,80,0.8,90,1.2,80,0.9,85,1.4,88,0.9,89,1.2,85,0.8,85""","""Caloric Intake/kcal,Protein Intake/grams""","""1200,2500,50,200""","""0.5,1.5,70,100""","""Weight loss/kg,Health Maintainance""","""""","""2024-09-19 16:24:12""",66dc6de3c2e6c32b65307df5,"""2024-09-19 16:35:14""","""maximize,maximize""",1,"""""","""3""","""2024-09-19 15:36:41""","""1""",1,3,"""2024-09-19 16:06:41"""
252,"""""","""""","""""","""""","""""","""""","""""","""""","""""",63d79fcd741f9cfb2f87152f,"""""","""""",1,"""""","""""","""2024-09-19 15:57:01""","""1""",2,0,"""2024-09-19 16:06:57"""
253,"""""","""""","""""","""""","""""","""""","""""","""""","""""",,"""""","""""",1,"""""","""""","""2024-09-19 16:09:53""","""2""",1,3,"""2024-09-19 15:55:56"""
254,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66b90d1788e86b0a5e479bb9,"""""","""""",1,"""""","""""","""2024-09-19 16:06:31""","""2""",2,0,"""2024-09-19 16:06:09"""
255,"""""","""""","""""","""""","""""","""""","""""","""""","""""",65f34d32d899ea4fd6d6197b,"""""","""""",1,"""""","""""","""2024-09-19 17:26:19""","""1""",1,3,"""2024-09-19 17:27:53"""
256,"""""","""""","""""","""""","""""","""""","""""","""""","""""",666afffc29d3c10e9be0bb97,"""""","""""",1,"""""","""""","""2024-09-19 16:19:28""","""1""",2,0,"""2024-09-19 17:15:50"""
257,"""""","""""","""""","""lijbjbjb,igglj""","""4,6666,77,999""","""0,9999""","""ljbi""","""""","""2024-09-19 16:45:47""",lhkjbk,"""""","""minimize""",1,"""""","""""","""2024-09-19 16:15:55""","""1""",1,3,"""2024-09-19 16:16:12"""
258,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66ccd07773d3770fef12265f,"""""","""""",1,"""""","""""","""2024-09-19 16:22:26""","""1""",2,0,"""2024-09-19 16:26:38"""
259,"""6,1,7,2,6,1,5,2,8,1,8,2,5,2,5,1,6,1,7,2""","""6,1,7,2,6,1,5,2,8,1,8,2,5,2,5,1,6,1,7,2""","""56,3,35,4,700,5,600,3,650,10,800,10,200,7,100,3,150,4,350,4""","""Fresh fruits/kg,small dish""","""5,10,1,2""","""20,1000,3,10""","""food cost/rands,perishability/days""","""""","""2024-09-19 16:57:23""",66a923e9ea52821d59e7e66c,"""2024-09-19 17:08:48""","""minimize,minimize""",1,"""""","""1""","""2024-09-19 16:34:59""","""1""",1,3,"""2024-09-19 16:48:44"""
260,"""30,250,30,50,150,250,60,100,80,130,55,80,50,110,50,100,35,65,56,98""","""30,250,30,50,150,250,60,100,80,130,55,80,50,110,50,100,35,65,56,98""","""95,140,90,140,90,140,90,140,90,140,90,140,90,140,90,140,90,140,90,140""","""Protein\t/g\t,Carbohydrates\t\t/g\t""","""30,150,50,250""","""30,150,50,250""","""Protein Intake/g\t,Carbohydrate Intake\t/g\t""","""""","""2024-09-19 16:46:26""",667203ff37b522399f42d62f,"""2024-09-19 17:00:26""","""maximize,minimize""",1,"""""","""""","""2024-09-19 16:33:12""","""1""",2,3,"""2024-09-19 16:35:46"""
261,"""75,6,60,4,50,4,100,8,80,6,75,4,65,8,90,7,50,8,70,8""","""75,6,60,4,50,4,100,8,80,6,75,4,65,8,90,7,50,8,70,8""","""12,8,10,6,8,5,15,10,13,9,10,8,10,8,14,10,5,5,12,8""","""Diet cost/dollar,Diet length/months""","""50,100,1,8""","""5,15,1,10""","""weight/kg,health""","""""","""2024-09-19 17:24:21""",601129f77e0c21000b0c408a,"""2024-09-19 17:38:25""","""minimize,maximize""",1,"""""","""4""","""2024-09-19 16:39:07""","""1""",1,3,"""2024-09-19 16:57:15"""
262,"""50,5,5,80,5,5,80,6,5,90,5,4,80,6,5,70,5,5,120,5,3,110,6,5,110,7,6,120,6,5,100,5,5,110,7,5,100,5,5,90,5,4""","""50,5,5,80,5,5,80,6,5,90,5,4,80,6,5,70,5,5,120,5,3,110,6,5,110,7,6,120,6,5,100,5,5,110,7,5,100,5,5,90,5,4""","""70,30,70,40,70,40,80,40,90,40,90,50,80,40,90,40,80,30,80,20,80,20,70,30,50,20,30,20""","""Weight lifted each time/Pounds,Frequency of Exercise/times/week,Protein/week""","""15,120,2,10,2,10""","""0,90,10,60""","""Weight loss ,Nutritional balance""","""""","""2024-09-19 17:12:47""",614759cfe568048a1689b38a,"""2024-09-19 17:20:00""","""maximize,maximize""",1,"""""","""""","""2024-09-19 16:58:42""","""2""",2,3,""""""
263,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5e8f740429529124dfc3e7a5,"""""","""""",1,"""""","""""","""2024-09-19 17:04:33""","""1""",1,0,"""2024-09-19 17:13:19"""
264,"""""","""""","""""","""""","""""","""""","""""","""""","""""",testoptimizercolor,"""""","""""",1,"""""","""""","""2024-09-19 19:34:27""","""1""",2,3,"""2024-09-19 19:35:03"""
265,"""""","""""","""""","""r,g,b""","""1,255,1,255,1,255""","""1,10""","""like""","""""","""2024-09-19 19:38:06""",testcolor2,"""""","""minimize""",0,"""""","""""","""2024-09-19 19:37:16""","""1""",1,3,"""2024-09-19 19:37:35"""
266,"""""","""""","""""","""Material strength,Material density/kg/cm3""","""1,1000,20,50""","""20,70,100,1000""","""Durability /Years,Cost/eur/cm3""","""""","""2024-09-21 21:09:34""",testmanual_recover_or_not,"""""","""minimize,minimize""",1,"""""","""""","""2024-09-21 20:30:41""","""1""",2,3,"""2024-09-21 20:31:34"""
267,"""""","""""","""""","""""","""""","""""","""""","""""","""""",change tutorial video,"""""","""""",0,"""""","""""","""2024-09-23 18:30:16""","""1""",1,3,""""""
268,"""""","""""","""""","""dsfsaf""","""2,222""","""2,222""","""dsafda""","""""","""2024-09-23 21:47:33""",asdfasdfates,"""""","""minimize""",1,"""""","""""","""2024-09-23 21:17:48""","""1""",2,3,"""2024-09-23 21:34:40"""
269,"""""","""""","""""","""dasfas,fasdf""","""2,222,2,2222""","""3,333,2,2222""","""sdaf,sadf""","""""","""2024-09-23 21:50:45""",final test before mid term survey,"""""","""minimize,minimize""",1,"""""","""""","""2024-09-23 21:49:47""","""1""",1,3,"""2024-09-23 21:50:16"""
270,"""495,1571,2021,876,994,1342,1937,2,774,663,1156,2""","""495,1571,2021,876,1937,774,1156""","""333,444,555,121,222,555,333""","""sadfasf""","""2,2222""","""2,2222""","""dasf""","""""","""2024-09-23 21:56:13""",testnotmanual,"""2024-09-23 22:00:00""","""minimize""",0,"""""","""""","""2024-09-23 21:55:25""","""1""",2,3,"""2024-09-23 21:55:42"""
271,"""""","""""","""""","""""","""""","""""","""""","""""","""""",sdafgagaf,"""""","""""",0,"""""","""""","""2024-09-23 22:02:12""","""1""",1,0,"""2024-09-23 22:13:34"""
272,"""222,33,33,55,777,777""","""222,33,33,55,777,777""","""333,22,22,55,77,777""","""lkjlj""","""9,9999""","""8,999""","""lijlk""","""""","""2024-09-23 23:04:27""", testnotmanual,"""2024-09-23 23:05:10""","""minimize""",1,"""""","""2""","""2024-09-23 22:15:31""","""1""",2,3,"""2024-09-23 22:23:14"""
273,"""1800,50,2300,40,2500,100,1000,40,2500,100,1900,60,2200,55,1001,99,2000,60,2500,41""","""1800,50,2300,40,2500,100,1000,40,2500,100,1900,60,2200,55,1001,99,2000,60,2500,41""","""19,180,22,160,22,200,18,160,30,220,26,190,30,165,15,160,28,170,32,160""","""Calories consumed/kcal,Protein intake/mg""","""1000,2500,40,100""","""15,40,160,220""","""Body fat percentage/%,Maximum weight deadlifted/kg""","""""","""2024-09-23 22:41:59""",62d6d87d91cf24a3c1c0f10c,"""2024-09-23 22:50:29""","""minimize,maximize""",1,"""""","""2""","""2024-09-23 22:36:29""","""4""",1,3,""""""
274,"""""","""""","""""","""""","""""","""""","""""","""""","""""",6658c822fcfccc0b76bb6b68,"""""","""""",0,"""""","""""","""2024-09-23 22:29:18""","""3""",2,0,"""2024-09-23 22:31:53"""
275,"""62,4,75,6,83,2,71,5,69,3,80,5,64,3,84,7,82,3,69,6,68,6,73,3,72,3,63,7,84,3,84,2,68,3,63,7,73,2,64,7""","""62,4,75,6,83,2,71,5,69,3,80,5,69,6,73,3,72,3,68,3,73,2""","""1450,11,1800,10,2000,8,1700,9,1450,11,1900,10,1500,12,1600,10,1600,9,1500,11,1500,12""","""Body mass/kg,exercise routine/times""","""60,85,2,7""","""1400,2000,8,12""","""Calorie intake,Water cups/daily""","""""","""2024-09-23 23:00:49""",616657d3063dd77f0ad2b866,"""2024-09-23 23:09:03""","""minimize,maximize""",0,"""""","""4""","""2024-09-23 22:39:24""","""4""",1,3,"""2024-09-23 22:57:34"""
276,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5cb4adc019ee7300189e8547,"""""","""""",1,"""""","""""","""2024-09-23 22:31:22""","""3""",2,0,"""2024-09-23 22:42:11"""
277,"""3,30,2,30,4.5,35,10,60,6,40,7,50,8,55,10,45,9,50,10,35""","""3,30,2,30,4.5,35,10,60,6,40,7,50,8,55,10,45,9,50,10,35""","""3,5,2,5,4.5,6,10,7,6,5,7,6.5,8,10,10,9,9,8,10,10""","""weight /kg,days needed/day""","""0,10,30,60""","""1,10,5,15""","""weight lost/kg,cost/day/eur""","""""","""2024-09-23 22:47:08""",6605e0137f272e093971c222,"""2024-09-23 22:51:41""","""maximize,minimize""",1,"""""","""3""","""2024-09-23 22:35:24""","""4""",1,3,""""""
278,"""134,172,38,86,76,22,56,154,46,112,124,31,115,146,25,67,116,40,88,196,32,143,100,47,62,103,34,59,99,35,55,94,36,51,89,37,51,84,38,58,84,42,53,81,42""","""134,172,38,86,76,22,56,154,46,112,124,31,115,146,25,67,116,40,88,196,32,143,100,47,62,103,34,59,99,35,55,94,36,51,89,37,51,84,38,58,84,42""","""170,85,160,90,165,95,170,85,168,85,155,98,163,93,175,78,160,95,155,96,155,93,150,92,150,92,155,94""","""Carbohydrates/grams./day,Protein/grams/day,Fats/grams/day""","""50,150,75,200,20,50""","""150,180,70,100""","""Weight/Pounds,Health""","""""","""2024-09-23 22:48:20""",588ab33542c8e900019d02ae,"""2024-09-23 22:57:09""","""minimize,maximize""",0,"""""","""5""","""2024-09-23 22:37:28""","""4""",2,3,""""""
279,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66e467a1203280db9edc3988,"""""","""""",0,"""""","""""","""2024-09-23 22:30:59""","""3""",1,0,"""2024-09-23 22:35:03"""
280,"""3,2,3,2,3,2,4,3,4,3,3,2.5,4,3,4,2.5,4,2,4,2""","""3,2,3,2,3,2,4,3,4,3,3,2.5,4,3,4,2.5,4,2,4,2""","""3,2,4,3,4,3,5,3,5,3,3,3,5,3,4,2.5,4,3,4,3""","""Fruits,Fish /2 piece ""","""2,5,2,3""","""2,5,2,3""","""Fruits/2,Fish/2""","""""","""2024-09-23 22:56:12""",66469f5d40d395a527be84c8,"""2024-09-23 23:07:30""","""maximize,minimize""",1,"""""","""0""","""2024-09-23 22:32:21""","""3""",2,3,"""2024-09-23 23:03:33"""
281,"""""","""""","""""","""""","""""","""""","""""","""""","""""",6669d09c9bb32ad71d4a9d4d,"""""","""""",0,"""""","""""","""2024-09-23 22:31:49""","""3""",1,0,"""2024-09-23 22:33:51"""
282,"""1200,2,2500,4,1700,1.5,1700,4,1200,4,1500,3,2500,2,1800,1.5,1400,4,2000,4""","""1200,2,2500,4,1700,1.5,1700,4,1200,4,1500,3,2500,2,1800,1.5,1400,4,2000,4""","""10,5,5,10,7,5,7,7,10,6,8,8,5,10,6.5,7,9,8,8,10""","""Caloric Intake/kCal,Water Intake/Liters""","""1200,2500,1.5,4""","""5,10,1,10""","""Weight Loss/kg,Satiety""","""""","""2024-09-23 22:43:02""",66027ecb57ff798269b84a2a,"""2024-09-23 22:49:59""","""maximize,maximize""",1,"""""","""8""","""2024-09-23 22:30:50""","""3""",2,3,"""2024-09-23 22:34:52"""
283,"""1000,56,750,21,1500,63,2000,21,2000,63,1200,28,1500,21,2000,70,1000,35,1750,70""","""1000,56,750,21,1500,63,2000,21,2000,63,1200,28,1500,21,2000,70,1000,35,1750,70""","""10,10,10,7,14,15,7,16,7,16,15,13,14,17,10,20,17,10,15,16""","""Amount of calories per day/Calories,Length of time on diet/Days""","""750,2000,21,70""","""7,24,5,20""","""Amount of weight lost/pounds,Cost of healthy food per day/pounds""","""""","""2024-09-23 22:46:37""",63af557b3d4f219c3226b7d6,"""2024-09-23 22:53:08""","""maximize,minimize""",1,"""""","""8""","""2024-09-23 22:37:48""","""4""",1,3,"""2024-09-23 22:35:36"""
284,"""92,1,44,4,22,2,63,3,51,2,11,3,100,2,100,3,100,4,100,4,87,1,52,1,95,1,97,0,10,2,30,1,50,0,5,1,86,1,17,2,98,4,93,4""","""92,1,44,4,22,2,63,3,51,2,11,3,100,2,100,3,100,4,98,4""","""60,1,30,2,50,1,50,1,40,1,20,2,80,2,80,1,80,3,80,2""","""Eating healthy ,Frequent exercise/Days per week ""","""0,100,0,5""","""0,100,0,10""","""Eat less sugar\n,Injury from exercise""","""""","""2024-09-23 23:50:48""",651aca8c8817e41906afd197,"""2024-09-23 23:59:01""","""maximize,minimize""",0,"""""","""""","""2024-09-23 23:53:00""","""4""",2,3,"""2024-09-23 23:52:59"""
285,"""1500,0,2500,30,2000,15,2000,30,2500,0,2000,30,1700,2,1800,20,1500,30,2400,0""","""1500,0,2500,30,2000,15,2000,30,2500,0,2000,30,1700,2,1800,20,1500,30,2400,0""","""18.5,30,18.5,100,21,50,19,50,25,70,19,50,19,35,18.5,60,18.5,50,24,60""","""caloric intake/kcal,exercise/hours""","""1500,2500,0,30""","""18.5,25,0,100""","""bmi,cost/£""","""""","""2024-09-23 22:41:37""",66e5a3319ca31a62f5eb91f4,"""2024-09-23 22:48:25""","""minimize,minimize""",1,"""""","""""","""2024-09-23 22:36:35""","""4""",1,3,""""""
286,"""11,3,4,5,5,4,8,5,9,4,6,6,12,6,2,3,7,3,2,3,12,4,2,3,12,3,2,3,3,4,2,6""","""11,3,4,5,5,4,8,5,9,4,6,6,12,6,7,3,12,4,12,3,3,4""","""50,2,130,4,70,3,140,4,115,3,150,2,145,1,90,4,125,2,80,3,85,1""","""Duration/weeks,Number of meals/pcs""","""2,12,3,6""","""1,150,1,4""","""Cost/Euro,Slimming effect/Kgs""","""""","""2024-09-23 23:06:41""",5d40a12f4994c40001e4b80c,"""2024-09-23 23:19:25""","""minimize,maximize""",0,"""""","""0""","""2024-09-23 22:46:42""","""2""",2,3,"""2024-09-23 22:43:04"""
287,"""100,1,200,2,300,3,400,4,500,5,600,6,700,7,800,8,900,9,1000,10""","""100,1,200,2,300,3,400,4,500,5,600,6,700,7,800,8,900,9,1000,10""","""100,100,200,200,300,300,400,400,500,500,600,600,700,700,800,800,900,900,1000,1000""","""Calories/cal.,Physical activity/Ph.""","""1,1000,1,10""","""1,1000,1,1000""","""Food quality/F.,Energy levels/En.""","""""","""2024-09-23 22:44:09""",658c1f91c0e5d908b094430e,"""2024-09-23 22:46:10""","""maximize,maximize""",1,"""""","""""","""2024-09-23 22:33:51""","""4""",1,3,""""""
288,"""1726,158,275,2115,70,242,2373,198,358,1473,109,166,1242,171,212,2314,101,310,1900,132,119,1662,61,396,2413,129,333,2442,94,315,2488,91,318,1652,160,219,2276,95,326,2442,97,286,2440,75,106,2480,93,155,1594,69,389,1446,136,353,2316,66,328,1327,125,168,2024,183,343,2424,97,284,2481,93,295,2490,88,309""","""1726,158,275,2115,70,242,2373,198,358,1473,109,166,1242,171,212,2314,101,310,1900,132,119,1662,61,396,2413,129,333,2442,94,315,1652,160,219,2276,95,326,2024,183,343,2424,97,284,2481,93,295""","""600,2,650,1.8,550,1.3,660,1.7,750,2,500,1.2,625,1.6,700,1.9,750,2,500,1.2,625,1.6,720,1.3,690,1.9,724,1.88,750,2""","""calories/kcal,protein/gram,Carbohydrate/gram""","""1200,2500,50,200,100,400""","""500,750,1.2,2""","""Caloric Deficit/kcal,Adequate Protein/gram""","""""","""2024-09-23 22:40:17""",6658cde9512e51fc8120daaf,"""2024-09-23 22:56:13""","""minimize,minimize""",0,"""""","""5""","""2024-09-23 22:34:27""","""4""",2,3,""""""
289,"""8,5,5,7,3,2,6,8,8,3,2,10,7,1,1,3,1,3,9,2,6,2,5,3,10,3,10,3""","""8,5,5,7,3,2,6,8,8,3,2,10,1,3,9,2,6,2,10,3""","""5,6,7,4,8,2,4,6,7,5""","""Calorie intake,meal frequency""","""1,10,1,10""","""1,8""","""weight loss/kg""","""""","""2024-09-23 23:01:44""",65e6b7d0112ede9803cba24f,"""2024-09-23 23:10:40""","""maximize""",0,"""""","""""","""2024-09-23 22:36:15""","""3""",1,3,"""2024-09-23 22:46:35"""
290,"""2000,30,1750,75,1100,50,1500,80,1450,95,1550,90,2000,100,1650,70,1400,90,1650,65""","""2000,30,1750,75,1100,50,1500,80,1450,95,1550,90,2000,100,1650,70,1400,90,1650,65""","""1,13,45,2,10,35,2,10,50,3,9,45,2.5,8,50,3,10,30,1,15,60,2.9,9,35,3.5,9,45,2.5,10,60""","""calorie intake /cal,protein consume/gram""","""1000,2000,30,100""","""1,5,8,15,30,60""","""weight loss/kg,body fat/%,meal prep time/minutes""","""""","""2024-09-23 23:26:31""",612ce93565370e559b6a0a04,"""2024-09-23 23:42:33""","""maximize,minimize,minimize""",1,"""""","""8""","""2024-09-23 23:01:50""","""4""",2,3,""""""
291,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5de60f418f5cd559c333199c,"""""","""""",0,"""""","""""","""2024-09-23 22:34:58""","""3""",1,0,"""2024-09-23 22:47:00"""
292,"""1800,120,3,2000,150,3,1800,100,4,1900,150,3,1500,100,3,2000,50,2,1600,70,4,2000,150,3,2500,150,4,1500,80,3,2000,60,4,1900,70,3,2300,70,5,2000,70,3,1500,70,4""","""1800,120,3,2000,150,3,1800,100,4,1900,150,3,1500,100,3,2000,50,2,1600,70,4,2000,150,3,2500,150,4,1500,80,3,2000,60,4,1900,70,3,2300,70,5,2000,70,3,1500,70,4""","""0.7,90,0.9,90,0.6,80,0.7,90,0.7,90,0.8,85,0.6,90,0.7,85,0.7,90,0.5,80,0.8,90,0.6,100,0.7,90,0.9,90,0.7,80""","""caloric intake/kcal/day,protein intake/grams/day,meal frequency/meals/day""","""1500,2500,50,200,2,5""","""0.5,1,80,100""","""weight loss/kg/week,nutritional balance/% recommended intake""","""""","""2024-09-23 23:05:51""",6128188a420f8d3f27f8d8b1,"""2024-09-23 23:17:42""","""minimize,maximize""",1,"""""","""11""","""2024-09-23 22:36:12""","""3""",2,3,"""2024-09-23 22:39:59"""
293,"""""","""""","""""","""Material strength,Material densty/kg/m3""","""1,10,10,50""","""1,1000,20,70""","""Material cost/euro,Material durability/years""","""""","""2024-09-23 22:51:32""",668006a7809f48e85f663fa1,"""""","""minimize,maximize""",1,"""""","""""","""2024-09-23 22:44:59""","""4""",1,0,"""2024-09-23 23:01:55"""
294,"""118,2349,89,135,2095,111,148,2936,69,96,1502,134,100,2719,124,153,1719,78,131,2565,146,113,1878,55,90,1783,142,114,2600,90,157,1755,52,159,1931,68,111,1693,146,109,1641,150,99,1727,150,103,2359,134,100,2321,139,125,1844,121,158,1544,66,145,2148,80,125,1640,134,122,1613,138,119,1589,143,90,2080,148""","""118,2349,89,135,2095,111,148,2936,69,96,1502,134,100,2719,124,153,1719,78,131,2565,146,113,1878,55,111,1693,146,109,1641,150,103,2359,134,125,1640,134,122,1613,138,119,1589,143""","""110,1900,90,110,1850,80,110,1850,85,100,1750,100,100,1600,82,110,1700,80,105,1650,75,110,1750,75,111,1693,125,109,1641,125,103,1900,125,115,1640,125,115,1575,125,115,1500,125""","""weight/kilograms,caloric intake/cals,protein/grams""","""90,160,1500,3000,50,150""","""90,115,1500,2000,75,125""","""goal weight/kilograms,goal caloric intake/cals,goal protein intake/grams""","""""","""2024-09-23 22:53:39""",5dceec6957069f03f4e012a2,"""2024-09-23 23:06:30""","""minimize,minimize,maximize""",0,"""""","""10""","""2024-09-23 22:42:34""","""4""",2,3,"""2024-09-23 22:42:53"""
295,"""""","""""","""""","""""","""""","""""","""""","""""","""""",666d97ca3efe7fbd33436995,"""""","""""",0,"""""","""""","""2024-09-23 22:45:50""","""3""",1,3,""""""
